Gene ID,RE:SN12C,RE:A498,RE:CAKI-1,RE:ACHN,RE:UO-31,RE:786-0,RE:RXF-393,RE:TK-10,ME:M14,ME:UACC-257,ME:SK-MEL-28,ME:UACC-62,ME:LOXIMVI,ME:SK-MEL-2,ME:MALME-3M,ME:SK-MEL-5,LC:NCI-H522,LC:NCI-H23,PR:DU-145,CO:HT29,CO:SW-620,CO:HCT-15,CO:COLO205,CO:KM12,CO:HCC-2998,BR:T-47D,BR:MCF7,LC:NCI-H322M,CO:HCT-116,LE:SR,LE:RPMI-8226,LE:K-562,LE:HL-60,LE:MOLT-4,LE:CCRF-CEM,OV:IGROV1,OV:OVCAR-4,OV:OVCAR-3,PR:PC-3,OV:OVCAR-5,OV:SK-OV-3,BR:MDA-N,BR:MDA-MB-435,BR:MCF7/ADF-RES,OV:OVCAR-8,LC:NCI-H226,LC:HOP-62,CNS:U251,CNS:SNB-19,BR:BT-549,CNS:SF-268,CNS:SF-539,BR:HS578T,CNS:SNB-75,CNS:SF-295,LC:EKVX,LC:A549/ATCC,LC:NCI-H460,BR:MDA-MB-231/ATCC,LC:HOP-92
GENE3462X,-1.412,-0.04672,-0.03,-1.076,0.1716,0.17,-0.02,-1.75,0.2315,-1.14,-2.456,-0.585,0.4916,-1.637,0.1437,-1.4,1.152,0.02,0.2509,-1.04,1.005,0.09,-1.288,-0.4063,-0.3994,1.48,0.3233,-0.36,-0.6394,-2.105,-0.7967,-0.6406,-0.04875,-1.3,-1.947,-1.805,1.376,0.29,1.64,1.17,0.715,-0.3687,-0.93,-0.4059,-0.03785,1.57,0.3622,1.41,1.478,1.742,0.87,1.539,2.043,2.885,2.02,-0.35,-0.4782,0.3816,1.038,1.62
GENE3463X,0.3178,1.093,-0.24,0.9037,-1.198,-0.85,0.56,0.28,-0.3185,-0.85,-0.5965,0.515,-0.1984,0.4925,4.234,0.4597,0.4924,-0.21,-1.139,-1.57,-0.3351,-0.26,0.552,0.3437,1.361,0.04023,0.4733,-0.61,,0.905,0.3133,0.01937,-0.3388,-0.1597,3.142,-0.4852,-0.9545,0.14,0.07031,-0.2297,-0.455,,-0.12,0.3441,-0.9679,,0.3322,0.86,2.238,1.252,0,-1.901,-1.678,-0.005059,0.4202,-0.36,0.0518,-1.898,-1.832,-0.74
GENE3464X,1.107,-1.027,0.1894,-1.607,-0.5191,-0.8006,-0.07063,0.8494,-0.0491,0.6694,,-0.6956,0.6009,3.552,1.043,-0.2709,-0.1982,-0.08062,0.1803,0.5994,0.4243,-0.5006,0.5114,0.09312,-3.33E-09,-0.6104,-0.8073,0.1994,-0.14,0.1444,0.1627,0.3687,0.4906,-0.7803,,-0.6259,-0.06512,0.4394,0.1897,-0.4003,-0.5156,-0.3694,-1.091,-0.8666,0.08152,0.8194,3.522,-0.5106,1.077,0.3312,0.1894,-0.9615,,-0.9257,,0.03937,-1.109,-1.539,,1.519
GENE3465X,0.2071,0.3127,-0.4106,1.663,0.6009,0.1294,0.5594,-0.1506,0.8509,,0.1129,0.1144,-0.2191,-0.1081,-0.1769,1.059,4.452,1.449,-0.4497,-0.4706,-0.6557,-0.7206,3.401,-0.04688,-3.31E-09,-0.1604,-0.5873,-0.07063,-1.33,0.4044,-1.877,0.1387,0.07062,2.52,-0.3181,-0.8859,0.3149,-2.841,-0.01031,-0.1303,-0.7656,1.021,0.8494,0.1834,0.03152,0.4394,-0.1184,0.5594,-0.353,0.4612,1.219,0.7585,0.9819,-3.286,-1.57,-0.3706,-0.3988,-1.369,1.088,-0.9706
GENE3466X,1.488,,0.77,1.334,0.1616,-0.29,0.1,0,2.172,1.77,1.574,1.905,0.7216,1.623,1.984,2.55,1.932,-0.01,0.5809,-0.9,-1.125,-0.92,1.492,-0.5062,-0.4394,-0.3498,-0.9367,-1.22,0.1906,-1.375,-2.237,0.08938,-0.2987,0.08031,0.4125,-0.4852,-1.714,-0.66,-0.5797,-0.8597,0.055,1.811,1.74,0.7041,0.9721,-0.38,-0.8278,-1.49,-0.8723,-0.2981,-0.96,-0.1809,0.1825,-1.065,-0.9298,-0.11,-0.1882,0.09156,0.2181,0.62
GENE3467X,,-0.4892,-0.0625,-0.1287,-1.061,0.0175,-0.6525,-0.3325,0.04902,0.4975,-0.859,-0.1975,0.3891,0,0.3212,-0.07281,-0.1601,0.3975,0.8484,-1.362,0.7924,0.5175,0.6095,-0.1888,1.668,0.2277,-0.8392,0.0175,-0.04188,-0.4475,0.2108,0.2369,1.809,0.4078,0.03,0.01227,0.563,0.3675,-0.06219,-0.9522,1.823,-0.1512,,0.5516,0.2196,0.2175,-0.1003,0.4675,-0.2148,-0.5606,-1.172,-0.3134,-0.29,2.332,-0.6123,-0.1125,-0.1307,,-1.254,1.237
GENE3468X,0.7028,-0.1417,0.045,0.3987,-0.2834,0.015,-0.035,0.055,-0.2935,-0.485,0.8985,1.31,-0.4134,0.1075,0.7187,1.535,-0.3726,1.405,0.2459,-0.515,0.4599,0.765,0.537,0.3887,0.1456,-1.365,-1.142,-1.095,0.3356,-1.33,0.09828,0.03437,-1.094,0.07531,-2.023,-0.1902,-1.099,-1.895,-0.5147,-0.8847,-0.33,0.7062,0.935,-0.4509,0.5771,0.795,-0.3128,-0.185,-0.5473,1.407,-0.015,2.484,1.427,-0.7101,-0.06477,0.155,0.7068,-0.6034,-0.2169,-1.195
GENE3469X,-2.428,-0.8823,-0.5756,-0.7219,-1.494,-0.3856,-0.6156,-0.5956,0.2959,-0.03562,-0.2221,-0.6006,2.206,0.1869,2.268,-0.9559,0.8968,1.774,0.03531,-1.496,1.729,-0.5256,-0.5636,0.1481,0.215,0.5646,1.288,-0.3356,2.645,-1.271,-0.1423,-0.4963,0.2256,-0.9353,-0.1531,1.259,0.2399,1.674,-0.3053,0.2947,-0.9906,-0.8244,-1.846,1.358,0.5765,0.5744,0.4066,0.2144,-1.348,2.926,0.6544,0.6735,3.747,1.599,-1.165,0.8044,-0.2938,1.316,-0.2675,-2.076
GENE346X,-2.068,0.578,0.6347,-0.3216,1.536,0.3347,-0.1053,-0.005313,-1.254,0.9347,0.2382,0.04969,-0.03375,-0.9428,-0.4516,1.294,-2.123,-0.4253,1.536,1.295,1.02,0.2247,0.1967,-0.1616,0.005313,0.4949,0.558,-0.6253,0.1053,,-0.482,0.5941,0.5959,-0.515,0.2372,0.4995,-0.8698,1.125,-0.035,0.185,,2.436,1.745,-0.3213,0.01684,-0.1753,0.6169,-0.6053,-0.9077,-0.9634,-0.6453,-0.2462,0.8872,-1.29,-0.8151,-0.9453,-1.514,0.9662,-0.3272,-1.085
GENE3470X,-0.5497,-0.2942,-0.5875,0.1463,-0.1659,-0.5075,-0.4975,0.5725,-0.736,1.423,1.296,0.0075,0.1941,-0.035,0.3762,1.322,1.395,0.0325,0.3734,0.8225,0.03744,-0.3175,-0.2055,-0.5438,-0.8569,0.8027,0.1558,-0.4675,0.2831,0.4775,0.01578,0.9819,1.214,1.143,1.015,-1.233,-0.392,-0.1975,0.1628,-0.1572,-1.612,0.5237,-0.0075,0.8466,0.03465,-0.5775,-0.6053,-0.8875,-0.3598,-3.326,0.3525,-1.118,-1.305,-1.823,,-2.238,0.0443,,0.7106,-0.6575
GENE3471X,-0.1388,0.06672,0.6834,-0.2628,0.375,-0.1066,1.003,-0.9766,-0.795,-0.9966,-0.543,0.2184,0.305,-1.084,-0.5128,-0.7469,0.7359,0.2834,-0.02563,1.293,-0.8016,-0.05656,0.3554,-0.2328,0.08406,0.6837,0.4167,-0.5966,0.05406,-1.582,-0.7233,-0.4472,-2.095,-2.336,-2.144,0.1282,0.5789,-0.4666,-0.5063,0.6337,-0.2816,-1.275,-1.607,0.2575,0.4556,0.2534,1.996,-0.006562,0.1411,0.005312,-0.1766,-0.7075,0.7759,0.1384,0.3437,0.7834,0.1352,-2.255,0.4216,0.6734
GENE3472X,1.124,-1.03,-0.3734,-1.5,-0.5018,0.3166,0.5866,0.3366,-0.5519,0.0166,-0.4599,-0.8584,0.5382,-1.791,-1.11,-0.7737,0.829,-0.6234,0.1975,0.5766,0.6715,0.0566,-0.01141,-0.6296,-0.3828,1.387,0.1399,0.1666,-0.1628,-1.278,0.8199,0.586,-0.1521,-0.3931,0.1891,-0.3186,0.2921,1.037,-0.6131,0.7269,0.0116,-1.732,-1.863,0.6207,0.6187,0.9866,0.1788,0.4566,-0.07574,1.108,-1.193,-0.1343,-1.021,0.2315,0.1868,-0.4434,-0.0616,-0.2118,-0.6053,0.2066
GENE3473X,0.4323,0.7778,0.01453,1.088,0.3661,0.9245,1.175,2.295,0.006055,0.07453,0.838,-0.1705,0.4461,0.297,0.02828,-0.02578,0.707,-0.005469,0.4055,-0.08547,0.02947,-0.3955,-0.3135,-0.1617,-0.2048,-0.6552,-0.8122,2.015,-0.03484,-0.2005,-0.3322,-0.8361,-0.2142,-0.1952,-0.483,-0.0507,1.63,0.9245,1.005,1.115,-0.5605,0.3858,0.1845,-1.031,-1.343,2.925,0.1267,-0.5155,-0.3278,-0.9936,-0.6155,-0.7664,0.777,-0.5205,-0.6252,0.3045,1.686,1.676,-1.737,-1.105
GENE3474X,-0.126,1.12,-0.1238,0,-0.7722,0.2263,2.286,2.346,-0.9322,-0.3237,,-0.6288,0.4778,0.4887,-0.47,-0.5541,-2.041,-1.204,0.4872,3.416,-0.7588,0.03625,-0.3418,-0.43,1.407,-0.4635,-1.34,0.7262,-0.1231,0.4712,0.3395,0.1956,0.3475,0.2266,-1.271,-0.199,0.4218,-0.2937,0.2366,0.1666,,-0.9625,-1.284,-0.2797,0.0184,1.356,0.7384,0.1363,0.1039,2.088,-0.5637,-0.3446,,-0.5888,-0.5835,,-0.872,,1.674,0.6562
GENE3475X,-1.483,-0.598,0.1988,-0.4375,-0.5697,-0.3712,-0.2613,0.1187,0.07027,0.6088,-3.858,0.1138,0.0003125,4.081,-0.3475,0.4584,0.2812,-0.01125,-0.03031,-1.051,-0.3063,-0.5112,0.1007,-0.0175,-0.2306,0.169,-0.548,0.1187,0.2994,-0.2562,0.642,0.06813,0.28,0.07906,-1.389,2.524,1.464,0.6588,0.03906,0.02906,,-2.25,,0.1028,-0.3491,0.07875,0.1809,3.229,0.06641,-0.1094,-0.8912,-1.272,-0.3987,1.464,,-1.101,0.2105,-2.32,-0.2731,-0.6313
GENE3476X,-0.8822,0.06328,0.99,1.534,-0.6184,1.11,2.55,-0.89,-0.2085,6.87E-09,-1.206,-0.085,1.232,0.3125,-0.3663,-0.5403,0.7424,-0.6,-0.06906,-1.44,-1.185,1.46,0.532,-0.1163,0.04063,-0.4098,-0.6267,-0.13,0.1206,-0.375,0.6933,1.159,0.1013,-0.1197,-0.9375,0.004766,0.4155,-0.31,0.6403,-0.4097,0.115,-1.329,-1.38,0.2441,0.7521,-0.32,1.122,0.72,-0.4923,0.1919,-0.45,2.719,4.262,2.685,-0.4898,-6.87E-09,-0.0982,-0.6284,1.058,4.37
GENE3477X,0.08777,-0.6167,-0.46,0.1237,-0.1784,0,-0.6,0.07,-0.2385,0.38,-0.09648,-0.025,0.2316,-1.808,-0.5463,0.4397,1.012,0.11,-0.08906,1.53,0.2549,0.07,1.162,-0.3763,0.1806,0.1502,0.4033,0.27,-0.09938,-1.035,-0.9067,0.1594,0.1912,2.5,-0.9975,-0.1352,-0.2845,0.46,0.1203,-0.3397,,-0.2888,-0.78,-0.4459,-0.3979,0.47,0.8622,-1.89,0.1977,0.3919,-0.18,0.2091,2.792,-0.8251,-0.4498,-2.95,-0.8182,1.002,0.03813,-3.9
GENE3478X,0.5678,-0.1767,-1.19,0.06375,0.1216,0.15,-0.41,0.34,-1.578,-2.51,-1.016,-0.535,-0.04844,-1.118,0.01375,0.2797,2.062,-0.11,0.8409,0.14,0.3749,-0.04,,-0.2263,-1.009,1.54,0.4433,-1.36,0.8806,1.185,1.033,2.499,2.061,1.89,1.772,-1.235,0.03551,0,0.3003,0.03031,-1.415,0.3512,0.76,0.1441,-0.3479,-1.13,-0.5978,-1.21,-0.2923,-3.988,-0.43,-0.0809,-1.778,-0.4251,-1.25,-2.26,0.1118,0.4516,1.858,-0.79
GENE3479X,1.321,0.6764,-0.7869,0.1469,-0.7053,0.09313,0.6931,0.02313,0.4946,-0.01687,0.4866,-0.3919,1.115,-0.1744,0.8369,0.2828,-0.4744,0.08313,0.7441,-2.167,-0.6519,-0.3669,-1.585,-0.5031,-0.6762,0.9834,1.716,-0.006875,-0.1362,-0.4119,-0.7936,-0.3475,-0.9356,-1.107,-0.7644,0.4179,0.9186,0.8231,-0.4766,-0.2066,-0.4419,0.6244,0.6831,0.9372,0.5753,-0.04687,-0.004687,-0.2069,0.0007812,-0.665,-0.1469,0.7322,2.016,1.258,-0.08664,0.1731,0.1749,,0.3113,1.353
GENE347X,0.2456,0.3611,0.7078,-1.028,-1.181,0.04781,-0.002188,-0.6622,-0.1207,-1.562,-0.5487,0.2828,0.08938,0.3103,-1.468,-0.4225,0.2603,0.3578,0.08875,-0.4922,-0.4272,-0.3722,0.2398,-0.3184,-0.3916,-1.432,0.4811,0.6378,0.5284,2.013,0.8911,-0.3028,0.9391,-0.3019,0.2403,-0.3674,-0.6967,-0.05219,-0.8819,-0.05187,0.06281,0.6491,0.2678,0.001875,1.35,-0.4622,-1.11,0.2678,-0.08453,1.05,-0.9022,0.1269,-0.5997,-0.4372,0.738,1.298,-0.1904,,0.8859,
GENE3480X,0.6706,0.04609,0.7228,-0.003437,0.2044,0.5428,-0.8772,0.6028,-0.4857,1.803,1.376,1.688,0.9444,-0.4847,1.147,3.092,-3.095,-0.9772,-0.9362,-1.027,0.3178,-0.03719,1.435,0.03656,-0.5666,-2.057,-2.604,-0.5272,-0.8666,-2.782,-1.794,-2.788,-1.246,-3.727,-3.485,-0.6524,0.08832,0.5528,0.003125,-0.4669,0.4278,1.064,0.9928,-1.163,0.05496,-0.4572,0.435,-1.307,-0.4195,1.025,-1.147,-0.08809,0.5853,-1.622,0.403,0.7728,0.9346,-1.276,0.02094,0.2528
GENE3481X,0.7018,-0.2727,0.3541,-0.2022,2.726,0.2441,-0.2059,0.5741,-0.2144,-0.6959,-0.5624,-0.2809,0.3456,1.867,-1.252,-0.09625,0.2265,0.05406,0.125,1.004,0.539,0.4541,-0.07395,-0.2222,0.6847,0.0743,-3.603,-1.556,0.02469,0.01906,0.1773,0.3534,0.3453,0.4344,-2.713,-0.7712,-0.03043,-0.4959,0.6444,0.8044,,-0.6547,-2.906,-0.1719,0.05621,0.4641,0.2663,-0.1159,-0.01828,-0.6841,-3.366,0.05316,,-1.301,-0.5357,-1.516,-0.04414,-0.5944,0.7922,2.534
GENE3482X,-1.962,0.7233,-0.02,-1.426,-0.4784,-0.07,-0.38,-0.31,-0.4685,2.33,-0.1165,-0.295,0.6816,1.612,0.1837,-0.4203,0.4924,-0.42,0.03094,0.3,-0.3651,0.71,-0.268,-0.03625,-0.2194,2.7,-0.9367,-0.29,-0.4294,,0.4933,0.09937,0.5312,1.64,2.562,0.5648,0.06551,0.02,0.1203,0.4503,,0.5312,-1.89,-0.06594,0.3921,0.56,,-0.39,-0.5923,-0.1781,-1.57,-1.241,,3.355,1.11,0.08,-1.928,-3.818,2.358,7.96
GENE3483X,-0.4722,-0.2067,-1.14,0.00375,,-0.02,0.16,-0.36,-0.4085,-0.38,-0.2465,-0.245,0.1816,-0.5275,0.2437,-0.4003,0.07244,0.54,0.0009375,-1.37,0.8349,0.38,2.322,0.07375,0.3606,0.9802,1.023,0.4,-0.7594,-1.455,0.2333,-0.01063,0.3612,0.2403,-0.2975,0.1248,0.9355,-0.26,-0.01969,-0.2797,0.055,-0.2288,-0.72,-0.2159,-0.5279,-5.10E-09,1.022,2.41E-09,-0.5223,0.3619,0.67,-0.6609,,-1.455,-2,0.38,0.7618,2.352,,
GENE3484X,0.1472,-1.017,0.5995,1.143,0.181,0.4095,0.3995,-0.05055,-0.08902,0.7095,0.173,-0.3655,-1.359,-1.928,0.6532,1.639,2.052,0.5395,-0.03961,-0.3605,-0.1056,-0.1805,-0.5786,-0.6368,-0.4299,1.16,0.1727,-0.3405,-0.01992,-0.1355,-0.2573,-0.5412,-1.069,1.4,-0.448,0.9842,0.395,0.1995,-0.3602,0.09977,1.094,-0.3193,-0.6505,0.2335,-0.5084,-0.01055,0.1116,0.5295,0.5271,-0.4787,0.8595,-0.2014,-0.328,0.6944,0.4997,1.059,0.5412,0.01102,-2.542,-1.371
GENE3485X,0.8778,1.183,0.53,-0.2163,-0.1784,-0.57,0.58,0.33,-1.748,-1.43,-0.1465,-1.325,-0.8584,-1.228,-1.066,-0.3503,0.2824,0.64,0.06094,1.91,-0.2051,0.94,1.952,0.9637,0.4506,0.3002,0.7233,1.6,-0.03938,-2.765,1.003,-1.351,-1.829,-1.51,-2.088,0.03477,2.006,-0.27,0.2103,-0.3397,0.845,-2.389,-1.15,0.3541,0.1021,-0.76,-0.9678,-0.97,-0.2023,,0,0.4191,0.1325,0.2049,-0.8398,1.07,2.022,-1.278,-0.5619,0.41
GENE3486X,-0.8047,0.2208,0.0675,-0.1887,-0.3209,0.1575,-0.4425,0.2475,1.529,-0.1825,-0.129,-0.1375,-0.07094,0.6,-0.7987,0.1172,1.36,-0.0325,0.08844,1.518,0.2924,-0.0025,1.069,-0.1587,0.3281,0.9877,0.3308,0.2675,-0.7419,,-2.929,0.5069,0.06875,0.6878,-0.37,-0.02773,-0.09699,0.8675,0.02781,0.05781,,0.3588,-0.7225,-0.3784,-0.0003516,1.468,-0.09031,-1.962,0.2152,0.04938,-1.142,3.037,-2.78,-2.068,,-5.373,-0.9307,-0.2609,-0.1844,3.827
GENE3487X,-1.077,0.01828,0.775,-0.1513,0.2666,0.115,0.005,-0.065,0.9065,-0.095,-0.3015,1.55,-0.5834,0.1775,-0.5213,0.01469,-2.193,1.765,-0.6041,0.705,-0.3201,-0.315,-0.173,2.129,0.6756,-0.5048,-0.9317,1.925,0.02562,1.21,0.5483,-1.096,0.2862,-2.065,-1.563,-0.9002,-0.2995,-0.005,0.1553,1.875,-0.1,0.7662,0.875,-0.5609,-0.8229,-0.505,0.3572,-1.855,-2.407,1.407,-1.825,-0.9259,1.377,-0.1101,1.265,1.175,0.0468,-0.1634,0.4131,0.825
GENE3488X,0.1446,-0.6498,0.1469,0.09062,-0.06156,-0.4131,-0.1531,-0.1431,-0.3116,0.04687,0.09039,0.1019,0.5584,-1.431,-0.4694,0.6066,0.1793,0.01687,-1.162,-0.09313,0.8318,-0.01313,0.2989,0.1606,0.4075,-1.533,0.7802,-0.6331,0.5175,0.5919,2.17,1.276,3.028,2.327,1.099,0.1416,-0.9376,1.307,2.307,-0.7428,-0.4581,-0.2519,0.05688,0.1109,-0.381,-0.5131,-0.8309,-1.273,-1.405,0.6187,-1.123,-0.284,-0.4406,-1.648,-1.383,-0.9631,-0.06133,0.3384,0.015,-0.2631
GENE3489X,0.5407,-0.8537,0.133,0.05672,-0.3655,-0.08703,-2.807,-0.587,-0.6755,0.813,-0.4535,0.708,-0.7955,-0.8745,0.1467,0.4127,0.3954,-0.06703,-0.5561,-1.227,-2.752,-0.157,1.445,-1.863,1.434,-0.0568,-0.00375,0.233,0.06359,0.408,0.5763,0.7223,-0.6958,0.8533,0.7055,1.028,0.1585,0.153,-0.02672,-0.3167,0.148,0.004219,0.293,-0.143,-0.4249,-0.577,-0.8848,-0.237,0.07062,-0.4852,1.043,0.8121,-0.4745,-1.042,-0.1768,0.06297,0.4148,-0.03547,1.451,0.723
GENE348X,-2.89,-0.1445,-0.01777,-0.554,0.2738,0.4922,-0.1278,0.2722,-0.1462,0.03223,0.07574,-0.5128,0.1438,0.2147,-0.684,0.3919,0.7647,-0.3078,-0.3868,1.402,0.9472,0.7822,-0.005781,0.005977,0.06285,0.4625,0.7755,-0.07777,0.7029,-2.773,-0.7345,0.3716,0.4535,0.5225,0.4547,0.547,-0.1423,0.6722,0.5225,0.8525,,0.05348,-2.138,-0.2037,-0.5356,0.3122,-1.026,-0.3678,-0.7901,-0.7959,-0.4578,0.1913,,-0.5828,1.322,-0.7778,-1.756,-1.466,-0.4696,-3.378
GENE3490X,3.054,-2.56E-11,-0.3633,-0.2495,,0.06672,-0.2733,-0.06328,-1.212,0.7867,0.04023,-1.318,0.5083,,-0.8895,,-0.7008,0.1867,0.6077,1.267,1.062,0.4267,1.109,0.1305,-0.1927,0.467,,0.6267,-0.1527,-1.098,-0.08,0.1161,0.448,-1.653,0.4392,-1.209,-0.07777,-0.05328,-0.453,0.497,,-0.952,-0.8833,-1.069,-0.1011,-0.3333,-1.901,0.4267,0.3244,,0.5667,-1.104,,0.00166,1.337,0.4067,,,3.195,-4.313
GENE3491X,-0.01574,-0.7302,-0.3035,0.3702,0.958,0.05648,0.03648,0.9765,0.108,1.636,1.6,0.6015,2.048,0.979,0.3902,3.066,-0.3811,-0.8735,0.09742,0.3165,0.09143,0.01648,-0.7115,0.2102,0.2071,-0.2233,-0.4702,0.6265,-0.2629,-0.4685,-0.5002,-0.4141,-1.082,-0.9532,-1.451,0.1212,-0.688,-0.6735,0.2468,0.0168,-0.6885,0.9877,1.046,-0.2095,-0.3614,-0.09352,-0.2913,-0.5535,-1.356,-1.492,0.3765,-0.7944,0.169,-1.219,-0.6433,0.4065,-0.1117,-0.442,1.905,1.026
GENE3492X,,2.461,3.608,1.682,2.64,1.408,2.658,4.738,0.1597,-0.4518,-0.8683,-1.137,0.3498,-1.159,-0.338,-1.292,-0.9594,-1.722,0.04914,,-0.1069,0.2982,0.0001953,0.04195,0.8388,-0.3616,-1.779,-0.4618,-0.7512,-1.037,2.621,1.818,1.009,0.9085,2.501,4.703,5.034,4.868,0.1185,0.6185,3.713,-1.661,-2.232,-1.238,-1.58,-0.7718,-2.09,-0.9918,-1.524,7.81E-05,,0.0873,,-0.7169,,-1.642,-1.11,,,-2.092
GENE3493X,-5.299,0.02664,0.1134,0.1571,0.5849,0.5234,-0.3966,0.04336,3.185,1.513,2.257,4.638,-0.6551,-1.514,1.007,,,-0.1566,-0.1057,,-0.9717,-0.08664,0.09535,-0.6429,-1.056,0.8936,-0.6834,-0.2666,1.014,,-0.7634,0.08273,0.1246,-0.6563,-0.4341,0.6481,0.5289,1.003,-1.106,-0.8563,,2.255,2.673,-0.7226,-1.224,-0.02664,0.6455,-0.5966,1.041,2.455,-0.1866,-3.868,-0.9241,0.8083,-0.4864,,-0.5048,,,0.2734
GENE3494X,1.628,0.7339,-0.4494,0.9644,-0.5878,-0.2294,-0.2294,-0.1394,3.082,-2.119,1.404,0.3656,0.3022,4.043,0.5344,-0.3797,1.123,0.3506,-0.5684,-0.2194,-0.6644,-0.1094,1.243,-0.7156,0.5112,0.6609,0.1439,-0.6294,-0.4288,2.206,-0.5661,-0.01,0.1819,-0.7891,0.3931,0.9154,-0.9439,,0.2609,-1.279,-0.6544,0.5619,-0.3594,0.8747,0.8328,-0.3294,-0.5772,-0.7594,2.018,0.1025,0.01063,,-0.4169,-2.554,-0.8891,0.9806,0.04242,-2.798,-0.4212,2.921
GENE3495X,1.647,-1.118,0.3988,1.193,1.86,1.099,0.5087,1.499,-0.4697,0.1788,1.152,2.444,2.36,1.071,2.202,-0.7916,-1.749,-0.8112,0.5297,,-1.966,-0.7712,-2.069,-1.308,-2.201,-1.451,-0.298,0.6987,-0.9506,-0.5862,-1.508,-2.132,-1.67,-0.8709,-1.569,-1.376,-1.096,1.629,-0.4309,0.2791,-0.07625,3.42E-09,0.2388,1.933,1.921,0.5788,1.321,-0.4712,-0.8036,1.291,0.4588,2.088,0.8813,-0.06631,0.139,-0.4313,-1.009,0.6103,2.057,-0.7513
GENE3496X,,0.06531,-0.648,-1.084,,-0.368,-0.778,0.332,-1.356,,-0.3845,0.817,-0.5864,0.3745,-1.164,-0.4683,1.054,0.362,-0.377,0.922,3.387,-0.398,1.424,-0.2742,-0.4273,1.442,,0.262,0.02266,-3.203,-0.4247,-1.549,-0.1067,1.762,1.455,0.0768,-1.552,-0.06797,-0.8477,0.7423,,0.3433,1.082,0.2761,-0.2158,-0.168,-1.566,0.732,-1.06,0.05391,0.05203,0.001133,1.525,3.957,-0.7077,-1.698,0.003828,0.8436,-1.13,0.652
GENE3497X,0.8325,-0.502,-0.5553,-0.03156,0.7263,-0.7253,-0.1653,-0.1453,0.9862,0.8547,-0.3018,-1.09,0.3862,0.8172,0.7084,-0.2756,-0.5229,-0.01531,-1.094,-0.7953,0.1796,-0.07531,0.3867,-0.2116,-0.2647,-0.9951,-1.122,-0.2353,0.3953,-1.05,-1.002,0.1041,-0.1941,-0.565,-0.1228,0.2295,0.5902,0.4647,0.015,0.835,0.6997,1.066,0.9347,0.2388,0.4868,-0.7653,1.167,0.8547,0.5523,-0.9534,-0.3953,0.2238,-0.3828,-0.3904,0.8849,-0.4953,0.08648,0.2762,0.3128,0.1047
GENE3498X,,,0.08906,0.4228,1.441,0.05906,-0.5309,-0.1909,0.7906,-0.2109,-0.3674,-0.02594,0.02062,0.4916,-0.6772,-1.001,-0.9585,0.8891,-0.24,0.8091,1.144,0.04906,-0.3689,-0.3872,-0.3703,0.1693,,-0.1109,-1.35,-0.4159,3.482,0.1184,0.0003125,0.5494,0.3416,-0.7762,0.09457,0.8891,0.3194,0.02937,1.364,-0.1997,-0.1709,-0.3769,-0.2188,-0.3809,-0.1887,0.1691,0.05672,-0.2491,-0.7209,-0.5518,2.492,2.444,,-0.3009,-1.229,0.8506,,0.6291
GENE3499X,,-0.713,-0.01625,-0.1325,-1.235,-0.7663,-0.2963,0.1437,2.975,2.874,1.917,1.919,0.4653,-0.02375,1.627,3.913,2.006,0.2037,-0.4553,-0.8063,-0.1413,0.1937,0.2357,-0.1525,0.06437,-0.476,-0.01297,-0.1263,-0.5256,1.029,-0.143,1.003,0.375,0.1041,0.2962,-0.1515,-0.05074,-0.2162,0.1341,0.1041,0.09875,2.975,3.184,-0.2122,-0.3041,-0.1663,,0.3837,0.6514,0.1956,-0.5263,-0.04715,-0.5238,1.679,-2.176,,-0.1745,2.535,0.001875,-0.2963
GENE349X,,,0.4297,-0.7966,-3.049,1.1,0.6197,-0.8603,-0.3188,-0.06031,0.4832,-0.09531,0.4112,0.2422,-2.097,-1.821,0.2721,2.78,1.201,0.7797,0.7746,-0.05031,-0.5083,-0.9166,-1.03,1.31,,,,-0.2853,1.143,0.5091,0.2309,-0.6,1.502,0.5745,-0.4148,-0.6403,0.05,0.92,,-2.809,,-0.7562,0.6818,0.5797,-0.9781,,-0.8627,1.162,,-0.1312,,-0.9354,,3.23,,-1.289,1.038,-0.7103
GENE34X,0.0609,-0.7036,-0.2969,-0.5231,1.905,-0.08687,-0.1269,0.1531,-0.9954,-1.377,0.9866,0.02813,-0.08531,3.346,-0.7331,-0.02719,0.7856,-0.5869,0.6141,0.8031,-0.4519,-0.5669,0.2451,0.04687,0.3338,-0.5366,-0.5436,0.2531,-0.8362,-0.03187,1.206,0.3025,0.2444,0.6934,1.616,-0.3421,-0.2314,0.7831,0.5434,0.5234,,2.094,-0.04687,1.497,-0.1247,1.523,-0.9147,0.1431,0.2608,,-0.6569,,0.7056,,-2.067,-0.2469,-0.7651,-6.035,-2.079,2.113
GENE3500X,-0.4813,-1.246,2.161,,1.232,-1.629,-1.839,-0.2491,1.852,1.321,2.004,,4.602,1.843,,1.541,1.783,,-0.3282,1.081,-2.894,,-1.357,-0.8054,,-0.8489,-0.7658,-0.1391,,1.646,-0.8758,2.93,,5.181,-0.1366,-1.494,,1.661,-0.1488,,-0.4141,0.3521,2.231,1.025,-0.997,-2.999,-2.647,0.5709,-0.6414,0.08277,2.281,-0.04,0.6534,1.296,0.04113,1.691,-0.7473,,,-2.279
